,video,pose,std_x,std_y
52,video_1,pose_trace_5.json,0.19931482247840288,0.07035835227029544
53,video_1,pose_trace_6.json,0.16546941937940096,0.03751773538708084
54,video_1,pose_trace_7.json,0.3255986065243279,0.08406654592891329
55,video_1,pose_trace_8.json,0.11962219885395625,0.09570003170737391
56,video_1,pose_trace_9.json,0.20149499255719508,0.06641732316058663
57,video_1,pose_trace_10.json,0.1515601636172483,0.08418986472259095
58,video_1,pose_trace_11.json,0.2238281953708701,0.08193040525965253
59,video_1,pose_trace_12.json,0.2604830919086186,0.06925875741210843
60,video_1,pose_trace_13.json,0.14771613137352543,0.0960614732907169
61,video_1,pose_trace_14.json,0.16260515441958198,0.08608270391148072
62,video_1,pose_trace_15.json,0.43044385832649035,0.11256495000303936
63,video_1,pose_trace_16.json,0.11792778669282274,0.09058558892298803
64,video_1,pose_trace_17.json,0.21120274903001912,0.1583654375592797
65,video_1,pose_trace_18.json,0.10404235615274543,0.05772084549857109
66,video_1,pose_trace_19.json,0.1398787961516945,0.05209854831546555
67,video_1,pose_trace_20.json,0.2168623518541222,0.06394335168066717
68,video_1,pose_trace_21.json,0.25023377601259755,0.08394040974665609
69,video_1,pose_trace_22.json,0.19188790600222524,0.07516556082308755
70,video_1,pose_trace_23.json,0.09351701052910869,0.07679180680210757
71,video_1,pose_trace_24.json,0.38724580547381904,0.08066791245346765
72,video_1,pose_trace_25.json,0.32286830982663683,0.06503909567839045
73,video_1,pose_trace_26.json,0.06501617469682863,0.022018545772334315
74,video_1,pose_trace_27.json,0.2790567483734632,0.0947054595162788
75,video_1,pose_trace_28.json,0.21780739671174631,0.10195000199060544
76,video_1,pose_trace_29.json,0.10440026761968525,0.08595080435892719
77,video_1,pose_trace_30.json,0.18198249221197813,0.07032986980080992
78,video_1,pose_trace_31.json,0.1840078905746414,0.0901959638901962
79,video_1,pose_trace_32.json,0.21084604804180004,0.06384566025628091
80,video_1,pose_trace_33.json,0.2132676761554338,0.09026958948849913
81,video_1,pose_trace_34.json,0.2918735374027473,0.06397743626331011
82,video_1,pose_trace_35.json,0.20375673135457478,0.09359783495005525
83,video_1,pose_trace_36.json,0.07438777322256368,0.043857067099710746
84,video_1,pose_trace_37.json,0.12374976780745896,0.07333336688817568
85,video_1,pose_trace_38.json,0.10694407240037446,0.07014757863122947
86,video_1,pose_trace_39.json,0.6220549796097053,0.07194059974099781
87,video_1,pose_trace_40.json,0.2703504790598731,0.08501706488531577
88,video_1,pose_trace_41.json,0.18486125154937674,0.04648550577492364
89,video_1,pose_trace_42.json,0.19485922295250346,0.11579160149290968
90,video_1,pose_trace_43.json,0.1484449302651268,0.10640282012112995
91,video_1,pose_trace_44.json,0.21766074943900177,0.08459864538649071
92,video_1,pose_trace_45.json,0.5794529229344059,0.13890336435996428
93,video_1,pose_trace_46.json,0.41699748344370224,0.0726895295653473
94,video_1,pose_trace_47.json,0.20904781709395623,0.08354929529186143
95,video_1,pose_trace_48.json,0.07270998272848522,0.06659123530947984
96,video_2,pose_trace_1.json,0.19868723502429933,0.04983203080497197
97,video_2,pose_trace_2.json,0.30963080202610704,0.07721050077753787
98,video_2,pose_trace_3.json,0.21763386084453243,0.07982171788131175
99,video_2,pose_trace_4.json,0.15392532883855475,0.060685617588720334
100,video_2,pose_trace_5.json,0.46007246480063874,0.05147754442119356
101,video_2,pose_trace_6.json,0.23686243033495072,0.04830580890014451
102,video_2,pose_trace_7.json,0.291231145006235,0.06062734430348764
103,video_2,pose_trace_8.json,0.221390876191148,0.0691762439604546
104,video_2,pose_trace_9.json,0.45043492139672503,0.07298363142538508
105,video_2,pose_trace_10.json,0.2183720265630403,0.0826331356585873
106,video_2,pose_trace_11.json,0.34689273675165827,0.07471220961599465
107,video_2,pose_trace_12.json,0.2725221506457477,0.08209442571538449
108,video_2,pose_trace_13.json,0.1563620164426401,0.05819020143830608
109,video_2,pose_trace_14.json,0.6724611881420083,0.0793757878571196
110,video_2,pose_trace_15.json,0.27640416431317993,0.0955151691968447
111,video_2,pose_trace_16.json,0.48219366868953356,0.049707452002063314
112,video_2,pose_trace_17.json,0.17550473625420557,0.1123273192759403
113,video_2,pose_trace_18.json,0.2814919285282824,0.06707875479558285
114,video_2,pose_trace_19.json,0.44020510127112505,0.052323135575995376
115,video_2,pose_trace_20.json,0.2794328388489588,0.06963135625365395
116,video_2,pose_trace_21.json,0.3090693167786505,0.07832635070762255
117,video_2,pose_trace_22.json,0.42235906804526696,0.07352850639368959
118,video_2,pose_trace_23.json,0.39796439646870935,0.05648269986560464
119,video_2,pose_trace_24.json,0.29523432810219374,0.09734742693987852
120,video_2,pose_trace_25.json,0.459950495199466,0.07062819549026729
121,video_2,pose_trace_26.json,0.1307320222592422,0.02890336715459209
122,video_2,pose_trace_27.json,0.5834976914905051,0.053674142419137864
123,video_2,pose_trace_28.json,0.20284941792161754,0.08684293958991908
124,video_2,pose_trace_29.json,0.293432723980925,0.06960044050068609
125,video_2,pose_trace_30.json,0.5036782037008847,0.06580479286387761
126,video_2,pose_trace_31.json,0.4290883373803325,0.09151300785473376
127,video_2,pose_trace_32.json,0.295328370349565,0.039121289804737606
128,video_2,pose_trace_33.json,0.625852679278312,0.09972633435490635
129,video_2,pose_trace_34.json,0.13237080952540434,0.04247293235385075
130,video_2,pose_trace_35.json,0.2630466004508026,0.08665555188732608
131,video_2,pose_trace_36.json,0.15471677023499922,0.05373455071842602
132,video_2,pose_trace_37.json,0.15699463227891172,0.08014360626425823
133,video_2,pose_trace_38.json,0.19494022439452985,0.06022853895573059
134,video_2,pose_trace_39.json,0.24869225578479875,0.08290865974690587
135,video_2,pose_trace_40.json,0.36375603991195277,0.09485076923399179
136,video_2,pose_trace_41.json,0.24271490334247003,0.05360941816238398
137,video_2,pose_trace_42.json,0.4816147323831212,0.08939061634286581
138,video_2,pose_trace_43.json,0.23583036506447733,0.08295997463688466
139,video_2,pose_trace_44.json,0.49135728839646475,0.08556720833497493
140,video_2,pose_trace_45.json,0.43221709174605977,0.08209490620574739
141,video_2,pose_trace_46.json,0.7958971845264569,0.06070853469126566
142,video_2,pose_trace_47.json,0.3755635435624861,0.05924028799259109
143,video_2,pose_trace_48.json,0.31053432909834144,0.047632509698200466
144,video_3,pose_trace_1.json,0.23173240417301463,0.05016640420083677
145,video_3,pose_trace_2.json,0.11512358695424614,0.07769080205583279
146,video_3,pose_trace_3.json,0.21839523293781854,0.08810648316482068
147,video_3,pose_trace_4.json,0.15239626312529952,0.08539823697772622
148,video_3,pose_trace_5.json,0.07987797833660992,0.05115540709386162
149,video_3,pose_trace_6.json,0.10508129163743209,0.04322141419731604
150,video_3,pose_trace_7.json,0.12344125067742322,0.06351804302241251
151,video_3,pose_trace_8.json,0.060060177172410904,0.06855663878934926
152,video_3,pose_trace_9.json,0.1359784007018306,0.05520519459144019
153,video_3,pose_trace_10.json,0.11976191615298742,0.08862029144124033
154,video_3,pose_trace_11.json,0.1316148058051434,0.07202671936656628
155,video_3,pose_trace_12.json,0.08780848319905722,0.03439650440211687
156,video_3,pose_trace_13.json,0.15992780253325695,0.08597619349553856
157,video_3,pose_trace_14.json,0.12216661785881208,0.08329951840568621
158,video_3,pose_trace_15.json,0.19392541273591185,0.09097872409330796
159,video_3,pose_trace_16.json,0.04542670750122835,0.07550949236687504
160,video_3,pose_trace_17.json,0.1700001568455206,0.14592339137594146
161,video_3,pose_trace_18.json,0.14828676592773715,0.10631241815557435
162,video_3,pose_trace_19.json,0.15232268121743262,0.049439661872103524
163,video_3,pose_trace_20.json,0.2190279063540575,0.11768361264889925
164,video_3,pose_trace_21.json,0.17073149068883328,0.0832685617191156
165,video_3,pose_trace_22.json,0.1103553112458624,0.05979028593137119
166,video_3,pose_trace_23.json,0.13599461045609415,0.06260078188450664
167,video_3,pose_trace_24.json,0.1988901501223663,0.13234348700693704
168,video_3,pose_trace_25.json,0.2864446695817574,0.06950219669084577
169,video_3,pose_trace_26.json,0.10200935933750095,0.026512890527622974
170,video_3,pose_trace_27.json,0.31519228006849287,0.09941740213729423
171,video_3,pose_trace_28.json,0.15151602985107834,0.09513663207540182
172,video_3,pose_trace_29.json,0.12015595225454838,0.08201703702183032
173,video_3,pose_trace_30.json,0.11423752158207673,0.07906597918373462
174,video_3,pose_trace_31.json,0.14985621771727273,0.1109491540301361
175,video_3,pose_trace_32.json,0.07646042572571041,0.04631119381432772
176,video_3,pose_trace_33.json,0.18013809454033894,0.1154901598424034
177,video_3,pose_trace_34.json,0.19778878411584497,0.05853100460438419
178,video_3,pose_trace_35.json,0.14881290273073433,0.06514066042486927
179,video_3,pose_trace_36.json,0.07433959343053784,0.11363673667819074
180,video_3,pose_trace_37.json,0.05098846693494392,0.04650412188584058
181,video_3,pose_trace_38.json,0.05300075952201816,0.07030271017331281
182,video_3,pose_trace_39.json,0.2515564889327,0.07250320936365635
183,video_3,pose_trace_40.json,0.20954889302941995,0.0909768443960014
184,video_3,pose_trace_41.json,0.035729598321318314,0.04689281972037286
185,video_3,pose_trace_42.json,0.3582369530158032,0.08310623221691442
186,video_3,pose_trace_43.json,0.12928612401386316,0.10930574759808968
187,video_3,pose_trace_44.json,0.16689827051123735,0.05867804300821977
188,video_3,pose_trace_45.json,0.3989408578776577,0.1323728957283704
189,video_3,pose_trace_46.json,0.13934761712583674,0.0459202020546146
190,video_3,pose_trace_47.json,0.4134432204594669,0.05617197058457124
191,video_3,pose_trace_48.json,0.08494370000088323,0.04279791926337653
192,video_4,pose_trace_1.json,0.18697901957958551,0.05909329632558723
193,video_4,pose_trace_2.json,0.102155694864545,0.08141696979084233
194,video_4,pose_trace_3.json,0.12337174032252615,0.07083883343388027
195,video_4,pose_trace_4.json,0.21345964315313903,0.03978826165178025
196,video_4,pose_trace_5.json,0.059673117268681665,0.04882988005304646
197,video_4,pose_trace_6.json,0.1280799370412547,0.04162145542316655
198,video_4,pose_trace_7.json,0.2112111058332054,0.07129175543302656
199,video_4,pose_trace_8.json,0.14397080531995432,0.10128279718479989
200,video_4,pose_trace_9.json,0.4127118415386137,0.06908477410327268
201,video_4,pose_trace_10.json,0.17476613600326538,0.07958942359231962
202,video_4,pose_trace_11.json,0.16009518287253693,0.06608093888268578
203,video_4,pose_trace_12.json,0.34018865390994923,0.08618701422120906
204,video_4,pose_trace_13.json,0.11571749167925148,0.08260886411397234
205,video_4,pose_trace_14.json,0.15066717912506394,0.08949898284031121
206,video_4,pose_trace_15.json,0.21557045662657,0.1010763403318247
207,video_4,pose_trace_16.json,0.1690010606286457,0.07803271274685795
208,video_4,pose_trace_17.json,0.10798078344012596,0.11132600945748977
209,video_4,pose_trace_18.json,0.1672825871540595,0.07310579433022946
210,video_4,pose_trace_19.json,0.1209340807790591,0.044543618996276534
211,video_4,pose_trace_20.json,0.45829987369406955,0.09517089177501506
212,video_4,pose_trace_21.json,0.28232804579087173,0.0791623785059852
213,video_4,pose_trace_22.json,0.11728136918021781,0.10995414996571629
214,video_4,pose_trace_23.json,0.04539867019725722,0.10903690830816533
215,video_4,pose_trace_24.json,0.21164890829076594,0.10637420225485035
216,video_4,pose_trace_25.json,0.2554524206766185,0.12396989435287141
217,video_4,pose_trace_26.json,0.17572052268810714,0.03026345979532105
218,video_4,pose_trace_27.json,0.39854493340160574,0.09160617730905594
219,video_4,pose_trace_28.json,0.18616334457780684,0.0903286411483034
220,video_4,pose_trace_29.json,0.16088823130281704,0.06928501376207503
221,video_4,pose_trace_30.json,0.18071038073681023,0.07014670490098585
222,video_4,pose_trace_31.json,0.2738286266415281,0.10650979794120398
223,video_4,pose_trace_32.json,0.12364590416598861,0.04378887440147824
224,video_4,pose_trace_33.json,0.2590486195403671,0.11006583269846015
225,video_4,pose_trace_34.json,0.25799622645299264,0.06413176899925245
226,video_4,pose_trace_35.json,0.27646000775285223,0.08000465219917337
227,video_4,pose_trace_36.json,0.06753703001013718,0.11700156329097061
228,video_4,pose_trace_37.json,0.24231647144878174,0.05790740547446106
229,video_4,pose_trace_38.json,0.14774515124534113,0.0532055426313439
230,video_4,pose_trace_39.json,0.19256286007827525,0.08177313624522081
231,video_4,pose_trace_40.json,0.441158328288852,0.09584687996331616
232,video_4,pose_trace_41.json,0.19589449798317002,0.0532877278674904
233,video_4,pose_trace_42.json,0.3138194724016633,0.09600116568525544
234,video_4,pose_trace_43.json,0.15246298553844687,0.09489371978756996
235,video_4,pose_trace_44.json,0.15335308401658201,0.06473363492025908
236,video_4,pose_trace_45.json,0.20011108035180458,0.10541920747833053
237,video_4,pose_trace_46.json,0.2964924180851699,0.06334576011932971
238,video_4,pose_trace_47.json,0.3018488430206095,0.08758420042449382
239,video_4,pose_trace_48.json,0.34570412992504224,0.047102394790828304
240,video_5,pose_trace_1.json,0.32481113206517054,0.03198874690204656
241,video_5,pose_trace_2.json,0.2549753119583404,0.06685832211061234
242,video_5,pose_trace_3.json,0.18389131428407246,0.06266962024955282
243,video_5,pose_trace_4.json,0.28182733711440144,0.04178699109360853
244,video_5,pose_trace_5.json,0.10703566033108824,0.03970195653102797
245,video_5,pose_trace_6.json,0.15457497898426203,0.02405906455585295
246,video_5,pose_trace_7.json,0.21648362854483458,0.055739604870531055
247,video_5,pose_trace_8.json,0.19144023158049855,0.06489026462971753
248,video_5,pose_trace_9.json,0.18475954445229054,0.058887660612876876
249,video_5,pose_trace_10.json,0.21848517175830967,0.07066092997769233
250,video_5,pose_trace_11.json,0.29747947128197777,0.05138586383369725
251,video_5,pose_trace_12.json,0.2962903040420442,0.06192759561712891
252,video_5,pose_trace_13.json,0.1558502365162829,0.06387566056668383
253,video_5,pose_trace_14.json,0.4529644293794519,0.07060016183825346
254,video_5,pose_trace_15.json,0.26412470563697193,0.07945676010211727
255,video_5,pose_trace_16.json,0.37958517680999987,0.03538098866116344
256,video_5,pose_trace_17.json,0.08201447920150362,0.08192019673473057
257,video_5,pose_trace_18.json,0.1694240494527706,0.05865911592650602
258,video_5,pose_trace_19.json,0.4279570518124653,0.027911863280070493
259,video_5,pose_trace_20.json,0.5319531541802692,0.08057751480403204
260,video_5,pose_trace_21.json,0.47090298758574123,0.07118284667085857
261,video_5,pose_trace_22.json,0.3377118445252859,0.09788517926316816
262,video_5,pose_trace_23.json,0.153015642831491,0.06333145535262258
263,video_5,pose_trace_24.json,0.2435541708230411,0.08901193574395663
264,video_5,pose_trace_25.json,0.43998829552494784,0.048432028859121276
265,video_5,pose_trace_26.json,0.11323436858905014,0.022939452022540562
266,video_5,pose_trace_27.json,0.6996384954374594,0.07546390841536138
267,video_5,pose_trace_28.json,0.20699671592824517,0.07223431665637275
268,video_5,pose_trace_29.json,0.17101839243207043,0.06854800183978643
269,video_5,pose_trace_30.json,0.3827562254715092,0.06581935767912529
270,video_5,pose_trace_31.json,0.1837068981413424,0.09852679591731714
271,video_5,pose_trace_32.json,0.1624699383778078,0.027090421377486688
272,video_5,pose_trace_33.json,0.2416357974296414,0.05745840681294095
273,video_5,pose_trace_34.json,0.15915849631772913,0.025957095576321122
274,video_5,pose_trace_35.json,0.2586192426107485,0.050440688117519915
275,video_5,pose_trace_36.json,0.09711064597135714,0.12052437795257005
276,video_5,pose_trace_37.json,0.10151441099589657,0.051162811750839254
277,video_5,pose_trace_38.json,0.1156361990181845,0.04244188539745382
278,video_5,pose_trace_39.json,0.2062760169728931,0.08454723340637744
279,video_5,pose_trace_40.json,0.23225501676614976,0.06344419391412025
280,video_5,pose_trace_41.json,0.12116827967167189,0.07016181572524946
281,video_5,pose_trace_42.json,0.2098235825561307,0.10503372186614927
282,video_5,pose_trace_43.json,0.15309494299886417,0.08822061993567758
283,video_5,pose_trace_44.json,0.25405300431627814,0.058642374034370545
284,video_5,pose_trace_45.json,0.4616931112731412,0.11199304444990463
285,video_5,pose_trace_46.json,0.39921703227810956,0.0485361973004646
286,video_5,pose_trace_47.json,0.20562807123198765,0.04562109591605489
287,video_5,pose_trace_48.json,0.14002985128465553,0.04875849027899773
288,video_6,pose_trace_1.json,0.46582399701740673,0.018650993982524903
289,video_6,pose_trace_2.json,0.12329175285684713,0.020040846509313127
290,video_6,pose_trace_3.json,0.3368404473444157,0.060943758404353184
291,video_6,pose_trace_4.json,0.36485584333926985,0.03306996453737186
292,video_6,pose_trace_5.json,0.2181456881744114,0.02351416332800178
293,video_6,pose_trace_6.json,0.41359764512420716,0.016175542585157424
294,video_6,pose_trace_7.json,0.12356118640071331,0.05239141608716941
295,video_6,pose_trace_8.json,0.16012928720097636,0.026990387736992603
296,video_6,pose_trace_9.json,0.2079868431425762,0.03180464626499265
297,video_6,pose_trace_10.json,0.22317712840663287,0.032639682866723585
298,video_6,pose_trace_11.json,0.18273937729000092,0.03816084867471041
299,video_6,pose_trace_12.json,0.14173280700108645,0.035004757899034275
300,video_6,pose_trace_13.json,0.23466319857270512,0.050793726613337635
301,video_6,pose_trace_14.json,0.22373846970410483,0.038264626782357675
302,video_6,pose_trace_15.json,0.4037781821943377,0.030161570538819085
303,video_6,pose_trace_16.json,0.15566317012973185,0.01689122843603504
304,video_6,pose_trace_17.json,0.0583810103694353,0.1005797415311782
305,video_6,pose_trace_18.json,0.22612920061856956,0.0301729221359401
306,video_6,pose_trace_19.json,0.4359467020202601,0.022349412781071568
307,video_6,pose_trace_20.json,0.22538413139659505,0.029999120959927864
308,video_6,pose_trace_21.json,0.22760906545110887,0.029853465012224432
309,video_6,pose_trace_22.json,0.5523677050343802,0.041163894090755035
310,video_6,pose_trace_23.json,0.08583396158448978,0.04069894083909647
311,video_6,pose_trace_24.json,0.11862462193021862,0.04017026808160953
312,video_6,pose_trace_25.json,0.2301722856582912,0.04132132063278261
313,video_6,pose_trace_26.json,0.27817191836650224,0.02588204472540313
314,video_6,pose_trace_27.json,0.22717520898465168,0.019041162695576135
315,video_6,pose_trace_28.json,0.13432446772702464,0.033932790981704083
316,video_6,pose_trace_29.json,0.2581646219464474,0.025014971398349396
317,video_6,pose_trace_30.json,0.2009039558136964,0.04227997910686466
318,video_6,pose_trace_31.json,0.19705529322879672,0.060886557349121656
319,video_6,pose_trace_32.json,0.16475446840788346,0.028553421906057277
320,video_6,pose_trace_33.json,0.2856208503611705,0.04447642859764105
321,video_6,pose_trace_34.json,0.4631681050336803,0.02641925836186925
322,video_6,pose_trace_35.json,0.25019037632741176,0.040742948650578086
323,video_6,pose_trace_36.json,0.18938023381583546,0.08585523254368711
324,video_6,pose_trace_37.json,0.1022713923285851,0.044868780772462875
325,video_6,pose_trace_38.json,0.23005282529692306,0.03298048315785202
326,video_6,pose_trace_39.json,0.20835139795459676,0.062189287545723095
327,video_6,pose_trace_40.json,0.252392870274779,0.0510088410064276
328,video_6,pose_trace_41.json,0.20087873589101365,0.04940867214298116
329,video_6,pose_trace_42.json,0.2661710326751045,0.03786996295972745
330,video_6,pose_trace_43.json,0.20314929926766606,0.03860962342355275
331,video_6,pose_trace_44.json,0.3399218375474228,0.03243582163766954
332,video_6,pose_trace_45.json,0.14789495661090285,0.03923405263582884
333,video_6,pose_trace_46.json,0.32281274865179577,0.047757190808453386
334,video_6,pose_trace_47.json,0.4146623766951453,0.03348836283358
335,video_6,pose_trace_48.json,0.06055167434360675,0.022611166207172993
336,video_7,pose_trace_1.json,0.29415463553735294,0.030895034795103825
337,video_7,pose_trace_2.json,0.12722876343206677,0.04933353360652425
338,video_7,pose_trace_3.json,0.289282632767407,0.08574867874249024
339,video_7,pose_trace_4.json,0.2559907026287346,0.044169019721064025
340,video_7,pose_trace_5.json,0.08369725207968197,0.03350508693375774
341,video_7,pose_trace_6.json,0.12828404575800156,0.017529834750661343
342,video_7,pose_trace_7.json,0.14777393707834777,0.04365052878473157
343,video_7,pose_trace_8.json,0.21934943422479036,0.047041083415184454
344,video_7,pose_trace_9.json,0.11677351912684901,0.030125246253414596
345,video_7,pose_trace_10.json,0.1886506299612019,0.042590033982570025
346,video_7,pose_trace_11.json,0.17593441639525098,0.05057857997892898
347,video_7,pose_trace_12.json,0.17017933415014916,0.0373007505578198
348,video_7,pose_trace_13.json,0.21088355368334394,0.07233123609699932
349,video_7,pose_trace_14.json,0.28489201288779387,0.08164849452494424
350,video_7,pose_trace_15.json,0.11792721286666134,0.04667081436153007
351,video_7,pose_trace_16.json,0.3314420182089988,0.03230279723747862
352,video_7,pose_trace_17.json,0.08327835417440285,0.07350071676228369
353,video_7,pose_trace_18.json,0.13734136167389777,0.041719332384865866
354,video_7,pose_trace_19.json,0.17066833997252973,0.038011891631772196
355,video_7,pose_trace_20.json,0.21105971349642869,0.038314172970655286
356,video_7,pose_trace_21.json,0.32799939933757954,0.06727138361982174
357,video_7,pose_trace_22.json,0.3053244110039389,0.04806911424183889
358,video_7,pose_trace_23.json,0.23807466599388544,0.054213337349517284
359,video_7,pose_trace_24.json,0.13477693080510625,0.07282287373193969
360,video_7,pose_trace_25.json,0.33046899236587024,0.05948075439533727
361,video_7,pose_trace_26.json,0.19933286936318179,0.036787137805625994
362,video_7,pose_trace_27.json,0.2573189987436304,0.0366386831338874
363,video_7,pose_trace_28.json,0.15306666060038698,0.03833748200802175
364,video_7,pose_trace_29.json,0.15115090867908984,0.05685658080048135
365,video_7,pose_trace_30.json,0.10149319212614405,0.0689370522572589
366,video_7,pose_trace_31.json,0.20107794120150918,0.07349560837504375
367,video_7,pose_trace_32.json,0.15601789320673365,0.02551717138134398
368,video_7,pose_trace_33.json,0.20404513614938571,0.03997705374937477
369,video_7,pose_trace_34.json,0.2067018160993038,0.029031488469943967
370,video_7,pose_trace_35.json,0.26550327296213583,0.03751719723768016
371,video_7,pose_trace_36.json,0.07804323695294282,0.086948174124863
372,video_7,pose_trace_37.json,0.09351072487260235,0.04079181989850907
373,video_7,pose_trace_38.json,0.15193982998427988,0.04086700020096218
374,video_7,pose_trace_39.json,0.1684722106150415,0.05037429060404288
375,video_7,pose_trace_40.json,0.31323297346064294,0.06095741482295541
376,video_7,pose_trace_41.json,0.3405507626719325,0.13380606103010664
377,video_7,pose_trace_42.json,0.26319742699469334,0.057567415290972375
378,video_7,pose_trace_43.json,0.13242825602347277,0.05519902875776608
379,video_7,pose_trace_44.json,0.26638434227410696,0.05564774232925556
380,video_7,pose_trace_45.json,0.3036975391061448,0.08006628124379872
381,video_7,pose_trace_46.json,0.2554520820365876,0.04064498088779232
382,video_7,pose_trace_47.json,0.09287848522384581,0.040087884733000276
383,video_7,pose_trace_48.json,0.1972220782014373,0.03036319760137596
384,video_8,pose_trace_1.json,0.36078232102039953,0.06203776736113137
385,video_8,pose_trace_2.json,0.33879568190590575,0.08462796025257117
386,video_8,pose_trace_3.json,0.13028772737620592,0.06669472040361392
387,video_8,pose_trace_4.json,0.1657797070556543,0.0791291633014073
388,video_8,pose_trace_5.json,0.07918910778772807,0.07985456944095871
389,video_8,pose_trace_6.json,0.11303123691698144,0.04654046359913656
390,video_8,pose_trace_7.json,0.14702501838401827,0.07157457351271293
391,video_8,pose_trace_8.json,0.09275659772460394,0.094391725092778
392,video_8,pose_trace_9.json,0.10543735784857192,0.07289180722169053
393,video_8,pose_trace_10.json,0.13245949077221503,0.11256059906944976
394,video_8,pose_trace_11.json,0.17262713938638805,0.08466094904128886
395,video_8,pose_trace_12.json,0.13551056361002073,0.07484329652583253
396,video_8,pose_trace_13.json,0.2621354476405133,0.08543032035770143
397,video_8,pose_trace_14.json,0.1462505335706519,0.084863514029494
398,video_8,pose_trace_15.json,0.16990588009082677,0.08275729384756426
399,video_8,pose_trace_16.json,0.1415591882277984,0.04866988120087809
400,video_8,pose_trace_17.json,0.08099965017031814,0.10748266486494143
401,video_8,pose_trace_18.json,0.11160282462465848,0.07747464467919536
402,video_8,pose_trace_19.json,0.1472374614660935,0.06819422516353725
403,video_8,pose_trace_20.json,0.37683659313111567,0.0692352661652428
404,video_8,pose_trace_21.json,0.3599882747041273,0.07265244441465281
405,video_8,pose_trace_22.json,0.39024941238299593,0.08442059272480135
406,video_8,pose_trace_23.json,0.16799262838476534,0.08122467364923786
407,video_8,pose_trace_24.json,0.1714155467086327,0.08373167463883213
408,video_8,pose_trace_25.json,0.22317606991403302,0.08490620796079246
409,video_8,pose_trace_26.json,0.225891667516997,0.03639833496957907
410,video_8,pose_trace_27.json,0.226483150999058,0.07767740182415778
